 name ,category,description,price,expiryDate,quantity,supplier,color,size,country,type,sold,style,perc_alcholas,fermentation,aromas,taste,flavors,recommended,features,subcategory
Pale ale    ,Biéres Artisanales,n.a,3.5,19-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,Skumenn,0,pale ale ,0.05,Fermentation Haute,"Frais, dominance d’agrumes et notes de fruits tropicaux","Vive, fraîche, sèche et fruitée, légèrement maltée, amertume douce et longue, désaltérante",n.a,"Plats à base de poisson, sushis et les fruits de mer
Température de dégustation : 7 C°",Moyenne ,Bouteilles
Rye india ,Biéres Artisanales,"RYE INDIA PALE ALE Cette India Pale Ale à base de seigle et d’avoine dévoile un nouvel aspect des IPA. Ces céréales lui confèrent un corps légèrement soyeux, une belle texture, quelques notes épicées et une pointe sucrée, le tout relevé par un assemblage de houblons très aromatiques. Malts : Pilsner / Carared / Flocon d’avoine / Seigle Houblons : Chinook / Columbus ASPECT Robe blonde légèrement dorée.",3.5,20-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,Skumenn,0,pale ale ,0.07,Fermentation Haute,"Frais, qui s’ouvre immédiatement sur des flaveurs d’agrumes (pamplemousse) et les fruits tropicaux (chair de mangue).   ","Vive, fraîche et fruitée, légèrement ronde et maltée de part l’avoine, amertume douce et longue. Attaque houblonnée, fidèle au nez. Une véritable salade de fruits rafraichissante sur le pamplemousse, la mangue et le zeste de citron. Légère et désaltérante.",D’abord soutenue grâce au travail des houblons et se dissipe ensuite comme la brume.,N.a,Moyenne ,Bouteilles
Bisou caillou   ,Biéres Artisanales,"Une Session Summer Ale hautement rafraichissante et incroyablement fleurie (houblons Simcoe/Ekuanot) à seulement 3,5% ",3.5,21-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,Skumenn,0,Session IPA,0.035,Fermentation Haute,N.a,N.a,n.a,n.a,Légère,Bouteilles
Wheat India Pale Ale,Biéres Artisanales,"Elaborée pour surprendre, cette « India Pale Ale » communément appelée « IPA », est par nature une bière très houblonnée et particulièrement goûtée, brassée à base de malt de blé. Flirtant avec la blanche belge, cette bière se démarque par sa forte amertume ses arômes riches et prononcés. Malts : Malt de blé / Pilsner / Crystal Houblons : Nugget / Columbus / Cascade / Chinook ASPECT Robe blonde légèrement diaphane",3.5,22-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,Skumenn,0,pale ale ,0.055,Fermentation Haute,"Vif, expressif, floral et fruité sur le pépin de pamplemousse et le zeste de mandarine","Rafraichissante grâce à sa texture tout en légèreté ! Belle amertume sur les agrumes (pamplemousse, kumquat), et des notes résineuses de sève",Longue et soutenue sur des notes végétales (persil) et de résineux (sève de pin). ,n.a,Moyenne ,Bouteilles
La flemme ,Biéres Artisanales,n.a,6.6,23-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,La dillétante,0,American Pale Ale ,0.052,Fermentation Haute,"sucré, confit, un peu caramel",houblonné un peu floral et fruité avec petites épices et caramel,legere sur l’epice et le fruité.,n.a,Moyenne ,Bouteilles
La fougue   ,Biéres Artisanales,n.a,4,24-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,La dillétante,0,Indian Pale ale,0.065,Fermentation Haute,"citrus, tropical fruits, caramel and herbal hops.",Moyenne sweet and bitter finish,n.a,Marche très bien aussi à table avec des fromages ou des plats épicés !,Moyenne ,Bouteilles
La fièvre ,Biéres Artisanales,n.a,4,25-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,La dillétante,0,Ale,0.06,Fermentation Haute,"Caramel, agrumes, floral","Caramel, citron, florale, épicée Bière équilibrée et agréable à boire",n.a,n.a,Moyenne ,Bouteilles
India pale ale bravo,Biéres Artisanales,n.a,4,26-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,La dillétante,0,IPA,0.06,Fermentation Haute,n.a,n.a,n.a,n.a,Moyenne ,Bouteilles
Wheat Ale,Biéres Artisanales,n.a,4.4,27-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,La dillétante,0,Barrel Aged,0.06,n.a,slightly acidulated and wooded to highlight the very aromatic side of the chenin,n.a,n.a,halfway between cider and wine.,Moyenne ,Bouteilles
Rakau,Biéres Artisanales,n.a,4,28-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,La dillétante,0,IPA,0.06,n.a,n.a,n.a,n.a,mono malt et mono houblon,Moyenne ,Bouteilles
Boston lager    ,Biéres Artisanales,n.a,3.5,29-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,Samuel adams,0,Lager,0.048,Fermentation Basse,"Malts grillés, caramel, abricot","Malts, orange, abricot",Belle douceur et légère amertume,N.a,Légère,Bouteilles
Stone ipa     ,Biéres Artisanales,n.a,4,30-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,Stone,0,IPA,0.069,Fermentation Haute,"Tropical, citrusy, piney hop saveurs","Amertume moyenne et acidité moyenne
Finition de pamplemousse amer et amer",n.a,n.a,Moyenne ,Bouteilles
Go to ipa    ,Biéres Artisanales,n.a,4,31-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,Stone,0,Session IPA ,0.047,Fermentation Haute,Pamplemousse et herbes,Amertume lourde. Bouche: corps moyen à texture mince et carbonatation douce,n.a,n.a,Légère,Bouteilles
yin,Biéres Artisanales,n.a,6.2,01-01-2019,12,Chez Alan ,Noire,33cl,Francaise,Evil twin,0,Imperial Stout ,0.1,Fermentation Haute,"Café, chocolat et caramel noir doux","Très rôti, chocolat noir, espresso, caulk, plein mais pas doux, avec de l'alcool réchauffant dans la gorge, mais pas beaucoup",n.a,n.a,Forte,Bouteilles
I love you with my ,Biéres Artisanales,n.a,6.6,02-01-2019,12,Chez Alan ,Noire,33cl,Francaise,Evil twin,0,Imperial Stout ,0.12,Fermentation Haute,"Lisse, sèche avec des notes de café, du malt rôti et du chocolat","Très sec, chocolat amer, malts foncés et notes de dessert",n.a,n.a,Forte,Bouteilles
Dark humor club coconut,Biéres Artisanales,"Rejoignez le Dark Humor Club, où la vie est amusante et les blagues sont sombres! Quand vous êtes amoureux des noix de coco, vous êtes dans cette Stout de noix de coco impériale! Une autre charcuterie de notre série est cette bière brune profonde et sucrée. Délicieux avec un gâteau au chocolat riche, fromage dur et essayez avec du curry! ",5,03-01-2019,12,Chez Alan ,Noire,33cl,Estonie,Sori ,0,Imperial Stout ,0.08,Fermentation Haute,"Arômes de malt, de noix de coco, de café et de chocolat.","Saveurs de chocolat, de noix de coco, de malt et de café",n.a,n.a,Forte ,Bouteilles
Dark humor club bourbon vanilla caconibs,Biéres Artisanales,n.a,5,04-01-2019,12,Chez Alan ,Noire,33cl,Estonie,Sori ,0,Imperial Stout ,0.08,Fermentation Haute,"Arômes maltés, herbacés et épicés avec des notes de café, de grillé et de cacao.","Saveurs de café, de vanille, de caramel, de réglisse, de cacao et de malt.",n.a,n.a,Forte ,Bouteilles
Vanilla cake fever,Biéres Artisanales,"Vanilla Cake Fever est un Porter Baltique Impérial massif et savoureux avec un étonnant chocolat noir et des personnages vanillés exotiques. Encore une de ces bières où nous n'avons pas compté les heures. Associez-le à des desserts comme la crème glacée à la vanille, l'espresso et autres desserts aromatisés au café.",5,05-01-2019,12,Chez Alan ,Noire,33cl,Estonie,Sori ,0,Porter/Noire,0.099,Fermentation Haute,"Arômes de malt grillé, de vanille, de chocolat et de liqueur.","Saveurs de chocolat noir, de liqueur, de vanille, de malt grillé et de caramel.",n.a,n.a,Forte ,Bouteilles
Dark humor club hot chocolate,Biéres Artisanales,"Dark Humor Club’s strongest and darkest beer is Hot Chocolate. A complex, rich flavored chocolate Imperial Stout. Brewed slow and carefully to get the every bit of that complex flavor. Matured on a massive amount of cocoa nibs where it gets it dark chocolate flavor and aroma. ",5,06-01-2019,12,Chez Alan ,Noire,33cl,Estonie,Sori ,0,Imperial Stout ,0.102,Fermentation Haute,"Arômes sucrés comme le cacao, le malt grillé, le chocolat, le caramel et les fruits secs.","Saveurs de malt grillé, de chocolat noir, de café, de caramel, de vanille et de liqueur.",n.a,n.a,Forte ,Bouteilles
Conca d’oro   ,Biéres Artisanales,"La Conca d'Oro est une riche bière impériale vieillie dans des fûts de Chianti Classico de la prestigieuse cave Candialle. Nommé d'après Conca d'Oro (Golden Bowl) à Panzano in Chianti, la vallée où se trouve le vignoble. Cette édition limitée Imperial Stout est corsé et velouté avec du Chianti piquant et de subtiles notes de vanille du fût de chêne français. Vous pouvez également faire mûrir cette bière à une température constante de 10 à 15 ° C. Profitez en 12C d'un verre de vin ou de tulipe.",6.6,07-01-2019,12,Chez Alan ,Noire,33cl,Estonie,Sori ,0,Imperial Stout ,0.115,Fermentation Haute,"Arômes de cacao, de réglisse, de café, d'alcool, de caramel, de chêne et de vanille.","Saveurs de noix de coco, de chocolat, de réglisse, de café, de fruits secs, de malt grillé, de chêne et de caramel.",n.a,n.a,Forte ,Bouteilles
Islandic white ale,Biéres Artisanales,"Brassée dans la tradition belge séculaire, notre bière blanche arbore les saveurs complexes du witbier classique, y compris l'écorce d'orange et la coriandre, toutes brassées avec de l'eau pure d'Islande qui délivre une douceur fraîche, savoureuse et rafraîchissante.",4.95,08-01-2019,12,Chez Alan ,Blanche ,33cl,Islandaise,Einstok,0,Witbier,0.052,Fermentation Haute,"Coriandre, agrumes, herbes et céréales","Orange, coriandre, épices, blé et malt",n.a,n.a,Moyenne ,Bouteilles
Creature ,Biéres Artisanales,n.a,4.4,09-01-2019,12,Chez Alan ,Blonde,33cl,Portugaise,Dos corvos cervejeira,0,India Pale Ale,0.068,Fermentation Haute,"Arômes frais et fruités d'orange, de pêche, de pin, de houblon et de fruits tropicaux.","Saveurs fruitées et houblonnées avec des touches de pin, de fruits tropicaux, de mangue, de pêche, de malt et d'orange.",n.a,n.a,Moyenne ,Bouteilles
Finisterra    ,Biéres Artisanales,n.a,4.4,10-01-2019,12,Chez Alan ,Noire,33cl,Portugaise,Dos corvos cervejeira,0,Imperial Porter,0.08,Fermentation Haute,"Arômes de malt grillé, de chocolat noir, de caramel et de fruits secs.","Saveurs de caramel, de chocolat, de houblon, de grillé et de fruits secs.",n.a,n.a,Moyenne ,Bouteilles
Aker   ,Biéres Artisanales,n.a,4.4,11-01-2019,12,Chez Alan ,Blonde,33cl,Espagnole,Naparbier,0,IPA,0.067,Fermentation Haute,"Exotiques, tropicaux","Litchi, ananas, passion",N.a,N.a,Moyenne ,Bouteilles
Pumpkin Imperial Stout,Biéres Artisanales,n.a,6.5,12-01-2019,12,Chez Alan ,Noire,33cl,Espagnole,Naparbier,0,Imperial Stout,0.116,Fermentation Haute,"Le soja, la citrouille terrestre et les poivrons rôtis, l'espresso et la guimauve",n.a,"Le soja, le pain à grains entiers, la courge, la mûre, le caramel et les chiliis rôtis",n.a,Forte,Bouteilles
Milky Brain,Biéres Artisanales,n.a,5.5,13-01-2019,12,Chez Alan ,Blonde,33cl,Espagnole,Naparbier,0,IPA,0.071,Fermentation Haute,"Malt, fruits tropicaux, agrumes, herbes","Houblon, citrus, mangue, doux",n.a,n.a,Moyenne ,Bouteilles
Insider,Biéres Artisanales,n.a,4.4,14-01-2019,12,Chez Alan ,Ambrée,33cl,Espagnole,Naparbier,0,IPA,0.073,Fermentation Haute,"Des claquettes de houblon décoloré, avec des notes de crackers Graham, des malts pâles légèrement grillés, du caramel séché, de la peau d'orange","Graham crackers, mûrissement des agrumes, jammy orange, caramel modéré, pin résineux, quelques raisins dorés","Saveur douce avec plus de notes de caramel, malts breves, amertume légère douce, un peu d'alcool",n.a,Moyenne ,Bouteilles
22,Biéres Artisanales,n.a,4,15-01-2019,12,Chez Alan ,n.a,33cl,Espagnole,Naparbier,0,n.a,0.055,n.a,n.a,n.a,n.a,n.a,Moyenne ,Bouteilles
Mad Clown,Biéres Artisanales,n.a,4,16-01-2019,12,Chez Alan ,Ambrée,33cl,Espagnole,Naparbier,0,American Pale ale,0.057,Fermentation Haute,"élégant sur des notes de mangue, de fruits exotiques, d’agrumes confits, de houblon","à l’attaque fraîche, acidulée, fruitée, belle bulle tout en élégance, finale tout en fruit et en fraîcheur.",n.a,n.a,Moyenne ,Bouteilles
Imparable ,Biéres Artisanales,n.a,4.4,17-01-2019,12,Chez Alan ,Ambrée,33cl,Espagnole,Basqueland brewing project,0,IPA,0.068,Fermentation Haute,"fruité avec de la papaye, de la goyave, de l'ananas, et des notes de résine de pin.","Fruité, houblonné, tropical, et caramélisé.",n.a,n.a,Moyenne ,Bouteilles
Sweet dreams   ,Biéres Artisanales,n.a,4,18-01-2019,12,Chez Alan ,Maron ,33cl,Espagnole,La quince ,0,Barley Wine ,0.105,n.a,"Douceur, malts et banane mûre","Le palais était corsé à moyen carbonatation; L'après-goût était doux, malsain et amer","malts, dark fruits, ripe banana, caramel and bitterness",n.a,Forte,Bouteilles
Extra horny   ,Biéres Artisanales,n.a,4,19-01-2019,12,Chez Alan ,Ambrée,33cl,Espagnole,La quince ,0,India Style Lager ,0.069,
