 name ,category,description,price,expiryDate,quantity,supplier,color,size,country,type,sold,style,perc_alcholas,fermentation,aromas,taste,flavors,recommended,features,subcategory
Pale ale    ,Biéres Artisanales,n.a,3.5,19-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,Skumenn,0,pale ale ,0.05,Fermentation Haute,"Frais, dominance d’agrumes et notes de fruits tropicaux","Vive, fraîche, sèche et fruitée, légèrement maltée, amertume douce et longue, désaltérante",n.a,"Plats à base de poisson, sushis et les fruits de mer
Température de dégustation : 7 C°",Moyenne ,Bouteilles
Rye india ,Biéres Artisanales,"RYE INDIA PALE ALE Cette India Pale Ale à base de seigle et d’avoine dévoile un nouvel aspect des IPA. Ces céréales lui confèrent un corps légèrement soyeux, une belle texture, quelques notes épicées et une pointe sucrée, le tout relevé par un assemblage de houblons très aromatiques. Malts : Pilsner / Carared / Flocon d’avoine / Seigle Houblons : Chinook / Columbus ASPECT Robe blonde légèrement dorée.",3.5,20-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,Skumenn,0,pale ale ,0.07,Fermentation Haute,"Frais, qui s’ouvre immédiatement sur des flaveurs d’agrumes (pamplemousse) et les fruits tropicaux (chair de mangue).   ","Vive, fraîche et fruitée, légèrement ronde et maltée de part l’avoine, amertume douce et longue. Attaque houblonnée, fidèle au nez. Une véritable salade de fruits rafraichissante sur le pamplemousse, la mangue et le zeste de citron. Légère et désaltérante.",D’abord soutenue grâce au travail des houblons et se dissipe ensuite comme la brume.,N.a,Moyenne ,Bouteilles
Bisou caillou   ,Biéres Artisanales,"Une Session Summer Ale hautement rafraichissante et incroyablement fleurie (houblons Simcoe/Ekuanot) à seulement 3,5% ",3.5,21-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,Skumenn,0,Session IPA,0.035,Fermentation Haute,N.a,N.a,n.a,n.a,Légère,Bouteilles
Wheat India Pale Ale,Biéres Artisanales,"Elaborée pour surprendre, cette « India Pale Ale » communément appelée « IPA », est par nature une bière très houblonnée et particulièrement goûtée, brassée à base de malt de blé. Flirtant avec la blanche belge, cette bière se démarque par sa forte amertume ses arômes riches et prononcés. Malts : Malt de blé / Pilsner / Crystal Houblons : Nugget / Columbus / Cascade / Chinook ASPECT Robe blonde légèrement diaphane",3.5,22-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,Skumenn,0,pale ale ,0.055,Fermentation Haute,"Vif, expressif, floral et fruité sur le pépin de pamplemousse et le zeste de mandarine","Rafraichissante grâce à sa texture tout en légèreté ! Belle amertume sur les agrumes (pamplemousse, kumquat), et des notes résineuses de sève",Longue et soutenue sur des notes végétales (persil) et de résineux (sève de pin). ,n.a,Moyenne ,Bouteilles
La flemme ,Biéres Artisanales,n.a,6.6,23-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,La dillétante,0,American Pale Ale ,0.052,Fermentation Haute,"sucré, confit, un peu caramel",houblonné un peu floral et fruité avec petites épices et caramel,legere sur l’epice et le fruité.,n.a,Moyenne ,Bouteilles
La fougue   ,Biéres Artisanales,n.a,4,24-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,La dillétante,0,Indian Pale ale,0.065,Fermentation Haute,"citrus, tropical fruits, caramel and herbal hops.",Moyenne sweet and bitter finish,n.a,Marche très bien aussi à table avec des fromages ou des plats épicés !,Moyenne ,Bouteilles
La fièvre ,Biéres Artisanales,n.a,4,25-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,La dillétante,0,Ale,0.06,Fermentation Haute,"Caramel, agrumes, floral","Caramel, citron, florale, épicée Bière équilibrée et agréable à boire",n.a,n.a,Moyenne ,Bouteilles
India pale ale bravo,Biéres Artisanales,n.a,4,26-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,La dillétante,0,IPA,0.06,Fermentation Haute,n.a,n.a,n.a,n.a,Moyenne ,Bouteilles
Wheat Ale,Biéres Artisanales,n.a,4.4,27-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,La dillétante,0,Barrel Aged,0.06,n.a,slightly acidulated and wooded to highlight the very aromatic side of the chenin,n.a,n.a,halfway between cider and wine.,Moyenne ,Bouteilles
Rakau,Biéres Artisanales,n.a,4,28-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,La dillétante,0,IPA,0.06,n.a,n.a,n.a,n.a,mono malt et mono houblon,Moyenne ,Bouteilles
Boston lager    ,Biéres Artisanales,n.a,3.5,29-12-2018,12,Chez Alan ,Blonde,33cl,Francaise,Samuel adams,0,Lager,0.048,Fermentation Basse,"Malts grillés, caramel, abricot","Malts, orange, abricot",Belle douceur et légère amertume,N.a,Légère,Bouteilles
Stone ipa     ,Biéres Artisanales,n.a,4,30-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,Stone,0,IPA,0.069,Fermentation Haute,"Tropical, citrusy, piney hop saveurs","Amertume moyenne et acidité moyenne
Finition de pamplemousse amer et amer",n.a,n.a,Moyenne ,Bouteilles
Go to ipa    ,Biéres Artisanales,n.a,4,31-12-2018,12,Chez Alan ,Ambrée,33cl,Francaise,Stone,0,Session IPA ,0.047,Fermentation Haute,Pamplemousse et herbes,Amertume lourde. Bouche: corps moyen à texture mince et carbonatation douce,n.a,n.a,Légère,Bouteilles
yin,Biéres Artisanales,n.a,6.2,01-01-2019,12,Chez Alan ,Noire,33cl,Francaise,Evil twin,0,Imperial Stout ,0.1,Fermentation Haute,"Café, chocolat et caramel noir doux","Très rôti, chocolat noir, espresso, caulk, plein mais pas doux, avec de l'alcool réchauffant dans la gorge, mais pas beaucoup",n.a,n.a,Forte,Bouteilles
I love you with my ,Biéres Artisanales,n.a,6.6,02-01-2019,12,Chez Alan ,Noire,33cl,Francaise,Evil twin,0,Imperial Stout ,0.12,Fermentation Haute,"Lisse, sèche avec des notes de café, du malt rôti et du chocolat","Très sec, chocolat amer, malts foncés et notes de dessert",n.a,n.a,Forte,Bouteilles
Dark humor club coconut,Biéres Artisanales,"Rejoignez le Dark Humor Club, où la vie est amusante et les blagues sont sombres! Quand vous êtes amoureux des noix de coco, vous êtes dans cette Stout de noix de coco impériale! Une autre charcuterie de notre série est cette bière brune profonde et sucrée. Délicieux avec un gâteau au chocolat riche, fromage dur et essayez avec du curry! ",5,03-01-2019,12,Chez Alan ,Noire,33cl,Estonie,Sori ,0,Imperial Stout ,0.08,Fermentation Haute,"Arômes de malt, de noix de coco, de café et de chocolat.","Saveurs de chocolat, de noix de coco, de malt et de café",n.a,n.a,Forte ,Bouteilles
Dark humor club bourbon vanilla caconibs,Biéres Artisanales,n.a,5,04-01-2019,12,Chez Alan ,Noire,33cl,Estonie,Sori ,0,Imperial Stout ,0.08,Fermentation Haute,"Arômes maltés, herbacés et épicés avec des notes de café, de grillé et de cacao.","Saveurs de café, de vanille, de caramel, de réglisse, de cacao et de malt.",n.a,n.a,Forte ,Bouteilles
Vanilla cake fever,Biéres Artisanales,"Vanilla Cake Fever est un Porter Baltique Impérial massif et savoureux avec un étonnant chocolat noir et des personnages vanillés exotiques. Encore une de ces bières où nous n'avons pas compté les heures. Associez-le à des desserts comme la crème glacée à la vanille, l'espresso et autres desserts aromatisés au café.",5,05-01-2019,12,Chez Alan ,Noire,33cl,Estonie,Sori ,0,Porter/Noire,0.099,Fermentation Haute,"Arômes de malt grillé, de vanille, de chocolat et de liqueur.","Saveurs de chocolat noir, de liqueur, de vanille, de malt grillé et de caramel.",n.a,n.a,Forte ,Bouteilles
Dark humor club hot chocolate,Biéres Artisanales,"Dark Humor Club’s strongest and darkest beer is Hot Chocolate. A complex, rich flavored chocolate Imperial Stout. Brewed slow and carefully to get the every bit of that complex flavor. Matured on a massive amount of cocoa nibs where it gets it dark chocolate flavor and aroma. ",5,06-01-2019,12,Chez Alan ,Noire,33cl,Estonie,Sori ,0,Imperial Stout ,0.102,Fermentation Haute,"Arômes sucrés comme le cacao, le malt grillé, le chocolat, le caramel et les fruits secs.","Saveurs de malt grillé, de chocolat noir, de café, de caramel, de vanille et de liqueur.",n.a,n.a,Forte ,Bouteilles
Conca d’oro   ,Biéres Artisanales,"La Conca d'Oro est une riche bière impériale vieillie dans des fûts de Chianti Classico de la prestigieuse cave Candialle. Nommé d'après Conca d'Oro (Golden Bowl) à Panzano in Chianti, la vallée où se trouve le vignoble. Cette édition limitée Imperial Stout est corsé et velouté avec du Chianti piquant et de subtiles notes de vanille du fût de chêne français. Vous pouvez également faire mûrir cette bière à une température constante de 10 à 15 ° C. Profitez en 12C d'un verre de vin ou de tulipe.",6.6,07-01-2019,12,Chez Alan ,Noire,33cl,Estonie,Sori ,0,Imperial Stout ,0.115,Fermentation Haute,"Arômes de cacao, de réglisse, de café, d'alcool, de caramel, de chêne et de vanille.","Saveurs de noix de coco, de chocolat, de réglisse, de café, de fruits secs, de malt grillé, de chêne et de caramel.",n.a,n.a,Forte ,Bouteilles
Islandic white ale,Biéres Artisanales,"Brassée dans la tradition belge séculaire, notre bière blanche arbore les saveurs complexes du witbier classique, y compris l'écorce d'orange et la coriandre, toutes brassées avec de l'eau pure d'Islande qui délivre une douceur fraîche, savoureuse et rafraîchissante.",4.95,08-01-2019,12,Chez Alan ,Blanche ,33cl,Islandaise,Einstok,0,Witbier,0.052,Fermentation Haute,"Coriandre, agrumes, herbes et céréales","Orange, coriandre, épices, blé et malt",n.a,n.a,Moyenne ,Bouteilles
Creature ,Biéres Artisanales,n.a,4.4,09-01-2019,12,Chez Alan ,Blonde,33cl,Portugaise,Dos corvos cervejeira,0,India Pale Ale,0.068,Fermentation Haute,"Arômes frais et fruités d'orange, de pêche, de pin, de houblon et de fruits tropicaux.","Saveurs fruitées et houblonnées avec des touches de pin, de fruits tropicaux, de mangue, de pêche, de malt et d'orange.",n.a,n.a,Moyenne ,Bouteilles
Finisterra    ,Biéres Artisanales,n.a,4.4,10-01-2019,12,Chez Alan ,Noire,33cl,Portugaise,Dos corvos cervejeira,0,Imperial Porter,0.08,Fermentation Haute,"Arômes de malt grillé, de chocolat noir, de caramel et de fruits secs.","Saveurs de caramel, de chocolat, de houblon, de grillé et de fruits secs.",n.a,n.a,Moyenne ,Bouteilles
Aker   ,Biéres Artisanales,n.a,4.4,11-01-2019,12,Chez Alan ,Blonde,33cl,Espagnole,Naparbier,0,IPA,0.067,Fermentation Haute,"Exotiques, tropicaux","Litchi, ananas, passion",N.a,N.a,Moyenne ,Bouteilles
Pumpkin Imperial Stout,Biéres Artisanales,n.a,6.5,12-01-2019,12,Chez Alan ,Noire,33cl,Espagnole,Naparbier,0,Imperial Stout,0.116,Fermentation Haute,"Le soja, la citrouille terrestre et les poivrons rôtis, l'espresso et la guimauve",n.a,"Le soja, le pain à grains entiers, la courge, la mûre, le caramel et les chiliis rôtis",n.a,Forte,Bouteilles
Milky Brain,Biéres Artisanales,n.a,5.5,13-01-2019,12,Chez Alan ,Blonde,33cl,Espagnole,Naparbier,0,IPA,0.071,Fermentation Haute,"Malt, fruits tropicaux, agrumes, herbes","Houblon, citrus, mangue, doux",n.a,n.a,Moyenne ,Bouteilles
Insider,Biéres Artisanales,n.a,4.4,14-01-2019,12,Chez Alan ,Ambrée,33cl,Espagnole,Naparbier,0,IPA,0.073,Fermentation Haute,"Des claquettes de houblon décoloré, avec des notes de crackers Graham, des malts pâles légèrement grillés, du caramel séché, de la peau d'orange","Graham crackers, mûrissement des agrumes, jammy orange, caramel modéré, pin résineux, quelques raisins dorés","Saveur douce avec plus de notes de caramel, malts breves, amertume légère douce, un peu d'alcool",n.a,Moyenne ,Bouteilles
22,Biéres Artisanales,n.a,4,15-01-2019,12,Chez Alan ,n.a,33cl,Espagnole,Naparbier,0,n.a,0.055,n.a,n.a,n.a,n.a,n.a,Moyenne ,Bouteilles
Mad Clown,Biéres Artisanales,n.a,4,16-01-2019,12,Chez Alan ,Ambrée,33cl,Espagnole,Naparbier,0,American Pale ale,0.057,Fermentation Haute,"élégant sur des notes de mangue, de fruits exotiques, d’agrumes confits, de houblon","à l’attaque fraîche, acidulée, fruitée, belle bulle tout en élégance, finale tout en fruit et en fraîcheur.",n.a,n.a,Moyenne ,Bouteilles
Imparable ,Biéres Artisanales,n.a,4.4,17-01-2019,12,Chez Alan ,Ambrée,33cl,Espagnole,Basqueland brewing project,0,IPA,0.068,Fermentation Haute,"fruité avec de la papaye, de la goyave, de l'ananas, et des notes de résine de pin.","Fruité, houblonné, tropical, et caramélisé.",n.a,n.a,Moyenne ,Bouteilles
Sweet dreams   ,Biéres Artisanales,n.a,4,18-01-2019,12,Chez Alan ,Maron ,33cl,Espagnole,La quince ,0,Barley Wine ,0.105,n.a,"Douceur, malts et banane mûre","Le palais était corsé à moyen carbonatation; L'après-goût était doux, malsain et amer","malts, dark fruits, ripe banana, caramel and bitterness",n.a,Forte,Bouteilles
Extra horny   ,Biéres Artisanales,n.a,4,19-01-2019,12,Chez Alan ,Ambrée,33cl,Espagnole,La quince ,0,India Style Lager ,0.069,Fermentation Haute,"Fruité, grain, léger végétal",Finition ferme et amère,Amer avec une douceur malsaine,n.a,Moyenne ,Bouteilles
Vanilla milkshake ,Biéres Artisanales,n.a,5.5,20-01-2019,12,Chez Alan ,n.a,33cl,Espagnole,La quince ,0,stout,0.085,n.a,n.a,n.a,n.a,n.a,Forte,Bouteilles
Boise ,Biéres Artisanales,"Boise, capital de Idaho, tiene una nutrida comunidad vasca originada a partir de los primeros emigrantes, buscadores de oro luego reconvertidos en pastores trashumantes. Esta American IPA pretende representar el enriquecimiento mutuo entre la cultura del emigrante y la cultura que lo recibe. ",4,21-01-2019,12,Chez Alan ,Ambrée,33cl,Espagnole,Bidassoa Basque Brewery,0,American IPA,0.069,Fermentation Haute,"délicats arômes floraux et d’agrumes, avec des nuances de bois et de maths torréfiés.",Amertume intense ,n.a,n.a,Moyenne ,Bouteilles
Larrun ,Biéres Artisanales,n.a,5,22-01-2019,12,Chez Alan ,Ambrée,33cl,Espagnole,Bidassoa Basque Brewery,0,Imperial IPA,0.085,Fermentation Haute,"Citrus et en particulier orange, un peu de pin et de seigle, et après un certain temps de marmelade et des notes de caramel",Forte finition amère,n.a,n.a,Forte,Bouteilles
Licoranise  ,Biéres Artisanales,n.a,4.4,23-01-2019,12,Chez Alan ,Noire,33cl,Espagnole,Montseny artesana,0,Imperial Stout,0.105,Fermentation Haute,n.a,n.a,"Racis de réglisse, anis étoilé et sucre muscovado",n.a,Forte ,Bouteilles
Black hole  ,Biéres Artisanales,n.a,4.4,24-01-2019,12,Chez Alan ,Noire,33cl,Espagnole,Brew & roll,0,Stout,0.059,Fermentation Haute,"une grande variété dérivée des malts utilisés, de la réglisse, du chocolat, du gâteau éponge, plus un toucher houblon épicé, un corps rond et dense","caractéristique de l'avoine à la fin de la boisson. En plus de Les autres saveurs des malts, montre également une touche légèrement terreuse dérivée du houblon employé",n.a,n.a,Moyenne ,Bouteilles
Bengal   ,Biéres Artisanales,n.a,4.4,25-01-2019,12,Chez Alan ,Blonde ,33cl,Espagnole,Brew & roll,0,IPA,0.072,Fermentation Haute,"les agrumes, les touches résineuses et épicées prédominent",nous trouvons une bière avec un corps moyen-élevé et une carbonatation moyenne avec de petites bulles,"Avec saveur de malt, toasts, fruits mûrs, agrumes et douceur légère, c'est une bière très équilibrée mais avec un caractère",n.a,Moyenne ,Bouteilles
Kaiman     ,Biéres Artisanales,n.a,4.4,26-01-2019,12,Chez Alan ,Ambrée,33cl,Espagnole,Brew & roll,0,IPA,0.059,Fermentation Haute,un puissant arôme tropical et résineux,vous pouvez voir les malts bien que ce qui prédomine soit le houblon qui donne une amertume agréable et puissante,n.a,n.a,Moyenne ,Bouteilles
Hop & lide   ,Biéres Artisanales,n.a,3.3,27-01-2019,12,Chez Alan ,Noire,33cl,Hollandaise,De molen,0,Imperial Stout ,0.098,Fermentation Haute,Arômes cafés et notes tourbées,Saveurs chocolatées et caramélisées,n.a,n.a,Forte ,Bouteilles
Cabreuva & safraras,Biéres Artisanales,Saison bois brésilienne,4,28-01-2019,12,Chez Alan ,Blonde,33cl,Hollandaise,De molen,0,Saison ,0.066,Fermentation Haute,"épicés de bois, de plantes avec une pointe fumée","Avec une dominante de céréales, c’est une bière douce et agréable avec une fin de bouche poivrée.","n,a","Cuisines Asiatique, Grillades, Poisson",Moyenne ,Bouteilles
Hel & verdoemenis,Biéres Artisanales,"Brassée avec des malts bruns, un malt de spécialité traditionnel anglais, nous avons créé une Imperial Russian Stout qui a remporté des prix dans des festivals à travers l'Europe, de la Suède à l'Italie. C'est gros, noir, torréfié et complexe. Nous sommes convaincus que ne pas essayer cette bière sera un péché mortel pour vos papilles et votre expérience de la bière. Les copeaux de chêne ont été mis dans le cognac de 40 ans et ensuite ajoutés à la bière.",7.15,29-01-2019,12,Chez Alan ,Noire,33cl,Hollandaise,De molen,0,Imperial Stout ,0.1,Fermentation Haute,n.a,n.a,café et de chocolat,n.a,Forte,Bouteilles
Bommen  &  granatenen,Biéres Artisanales,"Il y a beaucoup de fruits comme l'orange, la mandarine et les pommes sucrées. C'est puissant et corsé mais toujours facile à vivre. Bien que le nom suggère le contraire, c'est notre préféré parmi la clientèle féminine mais aussi très apprécié par l'autre sexe. Bien houblonné comme toujours, mais l'alcool évident et le caractère massif du malt et des fruits limitent le houblon à l'arrière plan, pour se révéler dans la finale. Corsé, notes de champagne. Mousse de Champagne après la coulée dans le verre. Raisins et un soupçon de mandarine curacao dans l'arôme, avec un soupçon de vin mousseux. Saveur sucrée et maltée, très corsée, avec un curacao de mandarine et des notes vineuses. Bouche épaisse, juste une touche de levure dans l'arrière-goût. Énorme bière. ABV sur l'étiquette réduit de 15 à 11,9%. La recette reste la même",7.7,30-01-2019,12,Chez Alan ,Ambrée,33cl,Hollandaise,De molen,0,Barley Wine ,0.115,Fermentation Haute,"Le caramel, l'épice douce, l'orange, les raisins secs, la pomme rouge, les fruits et l'alcool.","Assez grande douceur et amertume moyenne. Notes de sucre brun, raisins secs, orange, indice de cannelle. Bouche: corsé, huile / texture collante et carbonatation moyenne",n.a,n.a,Forte ,Bouteilles
Vogelen   ,Biéres Artisanales,"Une marmite de blé aigre aigre aigre avec Lactobacillus Brevis et Lactobacillus Delbrueckii, fermenté avec de la levure de bière américaine et dryhopped avec Columbus, Chinook et Centennial.",4.4,31-01-2019,12,Chez Alan ,Blanche,33cl,Hollandaise,Oedipus ,0,Berliner Weisse,0.04,fermentation haut,"Citron vert, clémentine","Citron vert, clémentine",Légère acidité,"Poisson blanc, saumon mariné, huitres",Légère,Bouteilles
Spaghetti western Grappa Barrel ,Biéres Artisanales,"""Imperial Chocolate Coffee Stout"" vieilli en fûts de grappa piémontais. Edition limitée (1092 bouteilles)",6.1,01-02-2019,12,Chez Alan ,Noire,33cl,Italienne,Brewfist,0,Imperial Stout ,0.087,Fermentation Haute,"Chocolat, malt rôti, nouilles, vanille, décent","Malt rôti léger, café léger, chocolat léger, nouilles, étrange. Mouthfeel est le corps moyen, la carbonatation légère, l'arrière-goût de malt rôti légèrement",n.a,n.a,Forte,Bouteilles
Verdi      ,Biéres Artisanales,"Bière fermentée op soumise à une fermentation secondaire en bouteille. Il est d'un noir profond d'ébène avec une tête de cappuccino. Le nez a des arômes de chocolat, de réglisse, de marc de café et de tabac aux nuances d'alcool. Sa bouche corsée, longue durée, lisse et sèche est suivie d'une finale étonnamment chaude qui brise sa plénitude initiale et vous donne envie de plus!",6.6,02-02-2019,12,Chez Alan ,Noire,33cl,Italienne,Birrificio del ducato,0,Imperial Stout,0.082,Fermentation haut,"Café fort, chocolat noir, réglisse, herbes sèches",Café pimenté,n.a,"Foie gras poêlé au pain d'épices,crumble de poires et vanille",Forte,Bouteilles
Cuvée Alex le rouge,Biéres Artisanales,"Médaille d'argent au festival de la bière extrême de Soleure 2007. Une bière noire extrême dont le nez va vers le poivre, la vanille, les cendres, le tabac et le houblon frais. Il atteint le palais tout en douceur, mais devient rapidement intensément amer, mais pas très sec. Finale longue et satisfaisante.
Cette cuvée a été créée en l'honneur du révolutionnaire jurassien Alex Le Rouge. Profitez de cette merveilleuse Cuvée à environ 10 ° -12 ° C (50 ° -53 ° F), avec un croquant de chocolat amer ou un cigare. La cuvée Alex Le Rouge peut être séquestrée pendant quelques années dans une cave. Ingrédients: eau, malts d'orge, houblon, sucre de canne, levure, poivre Serawak, thé de Russie, vanille Bourbon.",5.5,03-02-2019,12,Chez Alan ,Noire,33cl,Suisse,BFM,0,Imperial Stout,0.10276, Fermentation haut  ,"Caramel, raisins secs, canneberges macérées dans l'alcool","Raisins secs, canneberges, chocolat noir, thé noir, vanille, caramel,réglisse","Puissante et crémeuse, légèrement acidulée, amertume démesurée en final","Foie gras épicé, civet de chevreuil sauce au vin, moelleux au chocolat, cigarre",Forte,Bouteilles
Bruggeri,Biéres Artisanales,n.a,4,04-02-2019,12,Chez Alan ,Blonde ,33cl,Suèdoise,Oppigards,0,IPA,0.062, Fermentation haut  ,L'arôme est délicat et hoppe,"Fruité sucré, plein de pêches et de fruits tropicaux",n.a,n.a,Moyenne ,Bouteilles
Thurbo double ipa,Biéres Artisanales,n.a,4.4,05-02-2019,12,Chez Alan ,Ambrée,33cl,Suèdoise,Oppigards,0,Imperial IPA,0.085, Fermentation haut  ,"Le houblon fruité, les fruits tropicaux juteux, les agrumes, le malt, le pamplemousse, l'orange sucré, la mangue, la résine de pin, légèrement floral et le parfum",Moyen amer,Doux avec une finition amère,n.a,Forte,Bouteilles
Thurbo stout,Biéres Artisanales,n.a,4.4,06-02-2019,12,Chez Alan ,Noire ,33cl,Suèdoise,Oppigards,0,Imperial Stout,0.087, Fermentation haut  ,"Gros malts au caramel, au lait sucré, à la vanille, au bourbon bourré du chêne","Le palais est plein et crémeux, carbonatation modérée, velouté","Composé de chêne boisier, de bourbon, de vanille, de rôti de fumée et de terre",n.a,Forte,Bouteilles
Spoiler alert,Biéres Artisanales,"Parfois, les choses sont ce qu'il dit sur l'emballage. Alerte spoil! C'est notre interprétation de la Pale Ale moderne. Épais, juteux et houblonné.",5,07-02-2019,12,Chez Alan ,Ambrée,33cl,Suèdoise,Beerbliotek,0,American Pale Ale ,0.045, Fermentation haut  ,"Houblon fruité, fruits juteux, ananas, citrus, malt léger, notes tropicales",n.a,"Léger, doux et moyen amer",n.a,Légère,Bouteilles
A moment of clarity gbg beer week,Biéres Artisanales,n.a,5.5,08-02-2019,12,Chez Alan ,Blonde,33cl,Suèdoise,Beerbliotek,0,Session IPA ,0.047,Fermentation haut ,"Fruits tropicaux, citrus, melon, un peu de pin, de gazon.","Fruits et citrons tropicaux juteux, un peu de pin, herbe, melon, finition amère",n.a,n.a,Légère,Bouteilles
Mocha latte ,Biéres Artisanales,"Mocha Latte Stout, une combinaison de tout ce que nous aimons dans Stouts, café et chocolat! Celui-ci n'est pas végétalien, mais c'est délicieux, et crémeux!",6.1,09-02-2019,12,Chez Alan ,Noire ,33cl,Suèdoise,Beerbliotek,0,Imperial Stout ,0.08, Fermentation haut  ,"Café vert, chocolat noir, haricots, caramel, gousses vertes, notes vanillées et poivrées à la finition",n.a,Au-dessus de modéré doux et modéré amer,n.a,Forte,Bouteilles
Passion ,Biéres Artisanales,"Anciennement publié sous le nom ""Poppels Projekt 006 SMÖF 2015"", nouveau label pour nouvelle version.",3.3,10-02-2019,12,Chez Alan ,Ambrée,33cl,Suèdoise,Poppels Bryggeri,0,American Pale Ale ,0.052, Fermentation haut  ,"Les légumes fruités et légèrement floraux, les fruits tropicaux, y compris les fruits de la passion et le pamplemousse, et le malt léger et grainé",n.a,Modéré doux et modéré à moyen amer,n.a,Moyenne ,Bouteilles
Saison  ,Biéres Artisanales,n.a,5.5,11-02-2019,12,Chez Alan ,Ambrée,33cl,Suèdoise,Stigbergets Bryggeri,0,Saison ,0.055, Fermentation haut  ,"Arôme fruité et yeasty, abricot, foin et levure poivrée","Goût doux, levé et fruité, poivré doux",n.a,n.a,Moyenne ,Bouteilles
Russian,Biéres Artisanales,n.a,6.6,12-02-2019,12,Chez Alan ,Noire,33cl,Suèdoise,Stigbergets Bryggeri,0,Imperial stout,0.085, Fermentation haut  ,"Café, malts noirs, rôti, grillé, réglisse, vanille","Mates lisses, fortes, rôties, cendres, poudre de cacao, chocolat noir, alcool, vanille, laurier, ferme, douceur moyenne, amertume moyenne, belle.",n.a,n.a,Forte,Bouteilles
Imperial ,Biéres Artisanales,n.a,6.6,13-02-2019,12,Chez Alan ,Ambrée,33cl,Suèdoise,Stigbergets Bryggeri,0,IPA,0.08, Fermentation haut  ,n.a,Éclat houblon de fruité,n.a,n.a,Forte,Bouteilles
Zodiak ,Biéres Artisanales,"Un mélange de grains, de post-fermentation intacte et d'hespérément houblonné avec Simcoe, Citra et Centennial.",4.4,14-02-2019,12,Chez Alan ,Blonde ,33cl,Suèdoise,Omnipollo,0,IPA,0.062, Fermentation haut  ,"Arômes de houblon, d'agrumes et de citron.","Saveurs fruitées d'agrumes, de pêche et de houblon.",n.a,n.a,Moyenne ,Bouteilles
Nebuchadnezzar,Biéres Artisanales,"""Neb"" est une recette d'infusion maison qui a été mise à l'échelle sans tenir compte des économies d'échelle. Certains disent idiot, et en tant qu'économiste, je devrais être d'accord. Obtenez frais ou mourir en essayant.",5,15-02-2019,12,Chez Alan ,Blonde ,33cl,Suèdoise,Omnipollo,0,Imperial IPA,0.085, Fermentation haut  ,Les notes de citrusy - certainement le pamplemousse et le zeste de citron,"Doux au début, mais vous êtes frappé d'une amoureuse charmante et citronnée",n.a,n.a,Moyenne ,Bouteilles
Selassie  ,Biéres Artisanales,Stout impériale avec café éthiopien et haricots à la vanille,7.7,16-02-2019,12,Chez Alan ,Noire ,33cl,Suèdoise,Omnipollo,0,Imperial Stout ,0.11, Fermentation haut  ,"Malts, rôti léger, café, vanille","Malts, café, sucré, vanille, rôti doux, malts grillés, alcool léger, amer à la finition",n.a,n.a,Forte,Bouteilles
Noa  pecan,Biéres Artisanales,n.a,7.7,17-02-2019,12,Chez Alan ,Noire ,33cl,Suèdoise,Omnipollo,0,Imperial Stout ,0.11, Fermentation haut  ,"Chocolat sucré, caramel, sucre, biscuits, noix.","Chocolat sucré, noix, caramel, noisettes, biscuits, collant",n.a,n.a,Forte,Bouteilles
#3.5 pinaple gose,Biéres Artisanales,"Art of Magic Numbers (une série de petits lots de rêve): 3.5 est une bière de blé de style allemand (gose) brassée avec du sel gemme, conditionnée à l'ananas, et légèrement sauté à sec.",4.4,18-02-2019,12,Chez Alan ,Blonde ,33cl,Suèdoise,Omnipollo,0,Gose,0.035, Fermentation haut  ,d'ananas mélangé au yogourt et au concombre aigre-fruité,"Le goût est fortement acide, l'ananas clairement fruité mais aussi quelque chose comme la pêche.",n.a,n.a,Forte,Bouteilles
Arzachel    ,Biéres Artisanales,Session IPA a sauté comme un double IPA,4,19-02-2019,12,Chez Alan ,Blonde ,33cl,Suèdoise,Omnipollo,0,Session IPA ,0.035, Fermentation haut  ,Pin et citron piquant,n.a,"Pamplemousse, herbes, citron, fruits tropicaux légers,",n.a,Légère,Bouteilles
Onda      ,Biéres Artisanales,"Bière pâle brassée avec du blé non malté, du miel et du houblon 100% mosaïque.",5,20-02-2019,12,Chez Alan ,Blonde ,33cl,Suèdoise,Omnipollo,0,American Pale Ale ,0.05, Fermentation haut  ,"Fruité et tropical. La mangue, l'ananas, la marmelade, la pamplemousse",Fruité et modérément amer. Des notes blanchies douces avec des fruits tropicaux tout au long de l'année. Légèrement citrus en après-midi,n.a,n.a,Légère,Bouteilles
